Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Pakistan,PAK,1993,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.181563089
Pakistan,PAK,1992,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.723971433
Pakistan,PAK,1991,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.459643175
Pakistan,PAK,1990,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.753104076
Pakistan,PAK,1989,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,7.217922669
Pakistan,PAK,1988,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.106667917
Pakistan,PAK,1987,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.774073041
Pakistan,PAK,1986,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.367743371
Pakistan,PAK,1985,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.526804619
Pakistan,PAK,1984,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.056814933
Pakistan,PAK,1983,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.140565316
Pakistan,PAK,1982,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.708510256
Pakistan,PAK,1981,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.571969885
Pakistan,PAK,1980,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.456074885
Pakistan,PAK,1979,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,6.790765245
Pakistan,PAK,1978,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.732161736
Pakistan,PAK,1977,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.328670701
Pakistan,PAK,1976,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,5.393780649
Pakistan,PAK,2018,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,10.3409544
Pakistan,PAK,2017,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.5038323
Pakistan,PAK,2016,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.41392776
Pakistan,PAK,2015,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.63233791
Pakistan,PAK,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.59296008
Pakistan,PAK,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.66540928
Pakistan,PAK,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.70881766
Pakistan,PAK,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.00637567
Pakistan,PAK,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.47915795
Pakistan,PAK,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.91128166
Pakistan,PAK,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.86873533
Pakistan,PAK,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,42.4723371
Pakistan,PAK,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.00670509
Pakistan,PAK,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,45.27133825
Pakistan,PAK,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.34004474
Pakistan,PAK,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.66707921
Pakistan,PAK,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.4929841
Pakistan,PAK,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,13.83989145
Pakistan,PAK,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,13.33333333
Pakistan,PAK,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,18.19070905
Pakistan,PAK,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,15.49491212
Pakistan,PAK,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.50916616
Pakistan,PAK,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.10301923
Pakistan,PAK,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.79865049
Pakistan,PAK,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.11043201
Pakistan,PAK,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.52392694
Pakistan,PAK,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.9764306
Pakistan,PAK,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.52601402
Pakistan,PAK,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.81878349
Pakistan,PAK,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.45453828
Pakistan,PAK,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.34239742
Pakistan,PAK,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.72134403
Pakistan,PAK,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.63526162
Pakistan,PAK,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.2994733
Pakistan,PAK,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,19.41581673
Pakistan,PAK,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.28172763
Pakistan,PAK,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.61537766
Pakistan,PAK,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.96257865
Pakistan,PAK,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.84293315
Pakistan,PAK,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.36222593
Pakistan,PAK,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.13237221
Pakistan,PAK,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.89117043
Pakistan,PAK,1976,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.87801516
Pakistan,PAK,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,6253000000
Pakistan,PAK,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5868000000
Pakistan,PAK,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5674000000
Pakistan,PAK,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5656000000
Pakistan,PAK,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4813000000
Pakistan,PAK,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4464000000
Pakistan,PAK,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3974000000
Pakistan,PAK,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3938000000
Pakistan,PAK,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3868000000
Pakistan,PAK,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4221000000
Pakistan,PAK,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5644000000
Pakistan,PAK,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5104000000
Pakistan,PAK,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3999000000
Pakistan,PAK,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3173000000
Pakistan,PAK,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2584050000
Pakistan,PAK,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2404000000
Pakistan,PAK,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2414000000
Pakistan,PAK,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2189000000
Pakistan,PAK,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2336000000
Pakistan,PAK,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1959000000
Pakistan,PAK,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2263000000
Pakistan,PAK,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2366365844
Pakistan,PAK,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2197772553
Pakistan,PAK,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,2125384816
Pakistan,PAK,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1829522865
Pakistan,PAK,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1609527205
Pakistan,PAK,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1484507416
Pakistan,PAK,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1261460432
Pakistan,PAK,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1180548352
Pakistan,PAK,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1109112431
Pakistan,PAK,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,911727227.8
Pakistan,PAK,1987,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,909315288.5
Pakistan,PAK,1986,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,757102640.1
Pakistan,PAK,1985,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,694966263.7
Pakistan,PAK,1984,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,665425066.1
Pakistan,PAK,1983,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,580471274.8
Pakistan,PAK,1982,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,534474464.4
Pakistan,PAK,1981,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,378448851.8
Pakistan,PAK,1980,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,359064638.7
Pakistan,PAK,1979,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,313293538.6
Pakistan,PAK,1978,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,240323647.4
Pakistan,PAK,1977,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,223070682.8
Pakistan,PAK,1976,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,168267148.4
Pakistan,PAK,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,67869240000
Pakistan,PAK,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,64498000000
Pakistan,PAK,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,51906000000
Pakistan,PAK,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,48622000000
Pakistan,PAK,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,51141000000
Pakistan,PAK,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,49167000000
Pakistan,PAK,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,48902000000
Pakistan,PAK,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,47151000000
Pakistan,PAK,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,40016000000
Pakistan,PAK,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,35151430000
Pakistan,PAK,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,47929000000
Pakistan,PAK,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,37586000000
Pakistan,PAK,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,35098000000
Pakistan,PAK,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,29275200000
Pakistan,PAK,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,22007000000
Pakistan,PAK,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15210000000
Pakistan,PAK,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12566000000
Pakistan,PAK,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11952000000
Pakistan,PAK,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12026000000
Pakistan,PAK,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11565000000
Pakistan,PAK,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11996000000
Pakistan,PAK,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,13408451100
Pakistan,PAK,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15622529175
Pakistan,PAK,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,14185295078
Pakistan,PAK,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11884759297
Pakistan,PAK,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12018661354
Pakistan,PAK,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12399961066
Pakistan,PAK,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,10997458785
Pakistan,PAK,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,10205366734
Pakistan,PAK,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,9112947789
Pakistan,PAK,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,8623660011
Pakistan,PAK,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7570955417
Pakistan,PAK,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7200329462
Pakistan,PAK,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7090127077
Pakistan,PAK,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7355744359
Pakistan,PAK,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6607694676
Pakistan,PAK,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6721839747
Pakistan,PAK,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6601897629
Pakistan,PAK,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6347873098
Pakistan,PAK,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5100889713
Pakistan,PAK,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3855733113
Pakistan,PAK,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2993490837
Pakistan,PAK,1976,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2643864585
Pakistan,PAK,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.4756494
Pakistan,PAK,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.078954659
Pakistan,PAK,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.271721445
Pakistan,PAK,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.404791643
Pakistan,PAK,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.102763997
Pakistan,PAK,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.532503458
Pakistan,PAK,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.708230598
Pakistan,PAK,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.93575282
Pakistan,PAK,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.415586226
Pakistan,PAK,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.91508942
Pakistan,PAK,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.531693376
Pakistan,PAK,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.973063597
Pakistan,PAK,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.023173744
Pakistan,PAK,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.292939937
Pakistan,PAK,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.094705444
Pakistan,PAK,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.517326733
Pakistan,PAK,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.659494855
Pakistan,PAK,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.522840344
Pakistan,PAK,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.708920188
Pakistan,PAK,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.569682152
Pakistan,PAK,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.515263645
Pakistan,PAK,1997,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.916015437
Pakistan,PAK,1996,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.307773176
Pakistan,PAK,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.5753654
Pakistan,PAK,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.758836468
Pakistan,PAK,1993,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.070867431
Pakistan,PAK,1992,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.371986005
Pakistan,PAK,1991,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.753067829
Pakistan,PAK,1990,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.212597134
Pakistan,PAK,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.642148527
Pakistan,PAK,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.080935448
Pakistan,PAK,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.13939562
Pakistan,PAK,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.02999718
Pakistan,PAK,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.976484479
Pakistan,PAK,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.390495759
Pakistan,PAK,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.283125629
Pakistan,PAK,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.154818264
Pakistan,PAK,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.975935534
Pakistan,PAK,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.018736988
Pakistan,PAK,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.987434286
Pakistan,PAK,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.638269987
Pakistan,PAK,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.35523614
Pakistan,PAK,1976,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.228348266
Pakistan,PAK,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,57435000000
Pakistan,PAK,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,53669000000
Pakistan,PAK,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,42687000000
Pakistan,PAK,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,39815000000
Pakistan,PAK,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,42675000000
Pakistan,PAK,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,41214000000
Pakistan,PAK,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,40385000000
Pakistan,PAK,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,38995000000
Pakistan,PAK,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,32843000000
Pakistan,PAK,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,28536000000
Pakistan,PAK,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,38132000000
Pakistan,PAK,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,28639000000
Pakistan,PAK,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,26597000000
Pakistan,PAK,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,21683200000
Pakistan,PAK,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,16643000000
Pakistan,PAK,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,11978000000
Pakistan,PAK,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,10428000000
Pakistan,PAK,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9741000000
Pakistan,PAK,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9896000000
Pakistan,PAK,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9520000000
Pakistan,PAK,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9834000000
Pakistan,PAK,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,10750177379
Pakistan,PAK,1996,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,12163732482
Pakistan,PAK,1995,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,11247761165
Pakistan,PAK,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9355275505
Pakistan,PAK,1993,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9379891899
Pakistan,PAK,1992,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9716526928
Pakistan,PAK,1991,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,8683283103
Pakistan,PAK,1990,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,8132503396
Pakistan,PAK,1989,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7400895822
Pakistan,PAK,1988,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7130851528
Pakistan,PAK,1987,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,6283337657
Pakistan,PAK,1986,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5999165490
Pakistan,PAK,1985,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5905892148
Pakistan,PAK,1984,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,6263361660
Pakistan,PAK,1983,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5618267353
Pakistan,PAK,1982,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5770827043
Pakistan,PAK,1981,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5682517595
Pakistan,PAK,1980,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5470407619
Pakistan,PAK,1979,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4309384592
Pakistan,PAK,1978,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3236250197
Pakistan,PAK,1977,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2499244147
Pakistan,PAK,1976,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2202087205
Pakistan,PAK,2018,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,10434240000
Pakistan,PAK,2017,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,10829000000
Pakistan,PAK,2016,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,9219000000
Pakistan,PAK,2015,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,8807000000
Pakistan,PAK,2014,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,8466000000
Pakistan,PAK,2013,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,7953000000
Pakistan,PAK,2012,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,8517000000
Pakistan,PAK,2011,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,8156000000
